Date,Description,Original Description,Category,Amount,Status,Transaction Type,Transaction Category
9/21/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-63.83,Posted,fixed_expenses,groceries
9/21/24,Nissan,HALL NISSAN VIRGINIA BEA VIRGINIA BCH VA,Auto & Transport,-81.42,Posted,fixed_expenses,transportation
9/21/24,Nissan,HALL NISSAN VIRGINIA BEA VIRGINIA BCH VA,Auto & Transport,-81.42,Posted,fixed_expenses,transportation
9/21/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-197.36,Posted,fixed_expenses,groceries
9/21/24,Liability Insuranc,CPH LIABILITY INSURANC   800-875-1911 IL,Financial,-206,Posted,fixed_expenses,professional_expenses
9/19/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-19.07,Posted,fixed_expenses,groceries
9/19/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-26.8,Posted,fixed_expenses,transportation
9/18/24,Special Boat Team Twevirginia Beacva,SQ *SPECIAL BOAT TEAM TWEVIRGINIA BEACVA,Gifts & Donations,-8,Posted,misc_expenses,restaraunts
9/18/24,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-24.48,Posted,fixed_expenses,healthcare
9/16/24,Verizon,VERIZON*RECURRING PAY    800-VERIZON  FL,Utilities,-100.59,Posted,fixed_expenses,internet_cellular
9/15/24,CVS,CVS/PHARMACY #08938      VIRGINIA BEACVA,Pharmacy,-12.68,Posted,fixed_expenses,healthcare
9/15/24,Jersey Mike's Subs,JERSEY MIKES 6019        VIRGINIA BEACVA,Fast Food,-21.46,Posted,misc_expenses,restaraunts
9/15/24,Global Independe Virginia Beacva,GLOBAL - 627 INDEPENDE   VIRGINIA BEACVA,Gas,-55.41,Posted,fixed_expenses,transportation
9/15/24,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-163.06,Posted,fixed_expenses,groceries
9/15/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-232.02,Posted,fixed_expenses,groceries
9/15/24,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-570.21,Posted,fixed_expenses,education
9/13/24,SUNOCO 8000814402        VIRGINIA BEACVA,SUNOCO 8000814402        VIRGINIA BEACVA,Category Pending,-12.72,Posted,fixed_expenses,transportation
9/11/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-7.34,Posted,misc_expenses,restaraunts
9/11/24,Special Boat Team Twevirginia Beacva,SQ *SPECIAL BOAT TEAM TWEVIRGINIA BEACVA,Gifts & Donations,-8,Posted,misc_expenses,restaraunts
9/11/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-27.98,Posted,misc_expenses,restaraunts
9/10/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-256.6,Posted,fixed_expenses,groceries
9/9/24,Sheetz,SHEETZ 0518   00005181   MECHANICSBURGPA,Gas,-3.98,Posted,misc_expenses,groceries
9/9/24,CVS,CVS/PHARMACY #01639      MECHANICSBURGPA,Pharmacy,-5.59,Posted,fixed_expenses,healthcare
9/9/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,misc_expenses,restaraunts
9/9/24,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts
9/9/24,Sheetz,SHEETZ 2518   00025189   MECHANICSBURGPA,Gas,-28.46,Posted,fixed_expenses,transportation
9/9/24,Sweet Velvet Macaronscamp Hill,SQ *SWEET VELVET MACARONSCamp Hill    PA,Groceries,-43.2,Posted,misc_expenses,restaraunts
9/9/24,Hampton Inn,HAMPTON INN HARRISBURG   MECHANICSBURGPA,Hotel,-44.4,Posted,misc_expenses,travel
9/9/24,Greenlin Lambs Gap Mechanicsburg,Greenlin - Lambs Gap     MechanicsburgPA,Business Services,-241.05,Posted,misc_expenses,pet
9/8/24,Pilot Flying J,PILOT 370                PITTSTON     PA,Gas,-5.98,Posted,misc_expenses,transportation
9/8/24,Pilot Flying J,PILOT_00370              PITTSTON     PA,Gas,-63.42,Posted,fixed_expenses,transportation
9/8/24,Appalachian Brewing Mechanicsburg,TST*APPALACHIAN BREWING  MechanicsburgPA,Alcohol & Bars,-77.18,Posted,misc_expenses,restaraunts
9/7/24,Dollar General,DOLLAR GENERAL 15815     JEFFERSONVILLNY,Shopping,-17.01,Posted,misc_expenses,miscellaneous
9/6/24,The Market Street Dellemoyne,SQ *THE MARKET STREET DELLemoyne      PA,Fast Food,-11.59,Posted,misc_expenses,restaraunts
9/6/24,Sheetz,SHEETZ 2518   00025189   MECHANICSBURGPA,Gas,-44.84,Posted,fixed_expenses,transportation
9/6/24,Ppy North Branch Inn,PPY*North Branch Inn     Hortonville  NY,Hotel,-750.64,Posted,misc_expenses,travel
9/5/24,Sheetz,SHEETZ 0699   00006999   MECHANICSVILLVA,Gas,-2.62,Posted,misc_expenses,miscellaneous
9/5/24,Pepsi Cola Bottling,CPI*PEPSI-COLA BOTTLING C540-347-3112 VA,Fast Food,-3,Posted,misc_expenses,restaraunts
9/5/24,Walgreens,WALGREENS #7133          VIRGINIA BEACVA,Pharmacy,-11.53,Posted,fixed_expenses,healthcare
9/5/24,Sheetz,SHEETZ 2699   00026997   MECHANICSVILLVA,Gas,-20.79,Posted,fixed_expenses,transportation
9/5/24,Amici Pizza Mechanicsburgpa,AMICI PIZZA              MECHANICSBURGPA,Food & Dining,-42.24,Posted,misc_expenses,restaraunts
9/5/24,Ring,RING YEARLY PLAN         HTTPSRING.COMCA,Home Services,-49.99,Posted,fixed_expenses,subscriptions
9/4/24,Anthropologie,ANTHROPOLOGIE.COM        HTTPSWWW.ANTHPA,Clothing,122.84,Posted,misc_expenses,clothing
9/4/24,Virginianaturalgasbill,VIRGINIANATURALGASBILL   866-383-1846 GA,Utilities,-39.01,Posted,fixed_expenses,housing_utilities
9/4/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-46.98,Posted,fixed_expenses,groceries
9/3/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-15.04,Posted,fixed_expenses,groceries
9/3/24,Taste Bayville Far,TST*TASTE - BAYVILLE FAR 757-464-1566 VA,Restaurants,-30.06,Posted,misc_expenses,restaraunts
9/3/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-37.99,Posted,misc_expenses,miscellaneous
9/2/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,3062.57,Posted,misc_expenses,usaa_credit_card
9/2/24,TJ Maxx,TJMAXX #0226             VIRGINIA BEACVA,Clothing,69.41,Posted,misc_expenses,clothing
9/2/24,Shorebreak Pizza Virginia Beac,Shorebreak Pizza         Virginia BeacVA,Food & Dining,-14.78,Posted,misc_expenses,restaraunts
9/1/24,Kroger Fuel,KROGER FUEL #3532        VIRGINIA BEACVA,Gas,-53.05,Posted,fixed_expenses,transportation
9/1/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-107.28,Posted,fixed_expenses,groceries
8/31/24,Car Spa Virginia Beacva,CAR SPA #32              VIRGINIA BEACVA,Service & Parts,-18,Posted,misc_expenses,transportation
8/31/24,Taylor S Hardware Virginia Beacva,TAYLOR S HARDWARE 6711   VIRGINIA BEACVA,Home Improvement,-18.51,Posted,misc_expenses,housing_utilities
8/31/24,PetSmart,PETSMART # 1171          VIRGINIA BEACVA,Pet Food & Supplies,-23.31,Posted,fixed_expenses,pet
8/31/24,Wawa,WAWA 8609                VIRGINIA BEACVA,Gas,-26.47,Posted,fixed_expenses,transportation
8/31/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-32.1,Posted,misc_expenses,restaraunts
8/30/24,Lulus Fashion Lounge Luluca,"LULUS FASHION LOUNGE,    HTTPSWWW.LULUCA",Clothing,298.48,Posted,misc_expenses,clothing
8/30/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-6.72,Posted,misc_expenses,restaraunts
8/30/24,TJ Maxx,TJMAXX #0226             VIRGINIA BEACVA,Clothing,-42.39,Posted,misc_expenses,clothing
8/30/24,Ulta Beauty,ULTA #677                VIRGINIA BEACVA,Personal Care,-116.06,Posted,misc_expenses,personal_care
8/30/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-199.44,Posted,fixed_expenses,groceries
8/30/24,TJ Maxx,TJMAXX #0226             VIRGINIA BEACVA,Clothing,-241.66,Posted,misc_expenses,clothing
8/28/24,Dillard's,DILLARDS 698 DILLARD'S   501-320-3700 AR,Shopping,242.54,Posted,misc_expenses,clothing
8/28/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,fixed_expenses,subscriptions
8/28/24,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions
8/27/24,Reward Points Redemption,REWARD POINTS REDEMPTION,Credit Card Payment,624.27,Posted,misc_expenses,miscellaneous
8/26/24,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,33.92,Posted,misc_expenses,clothing
8/26/24,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,19.42,Posted,misc_expenses,clothing
8/26/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-2.6,Posted,misc_expenses,restaraunts
8/26/24,E-ZPass,NJ EZPASS                888-288-6865 NJ,Auto & Transport,-25,Posted,misc_expenses,transportation
8/25/24,Starbucks,STARBUCKS 800-782-7282   800-782-7282 WA,Coffee Shops,-25,Posted,misc_expenses,restaraunts
8/25/24,The Home Depot,THE HOME DEPOT #4614     VIRGINIA BCH VA,Home Improvement,-33.01,Posted,misc_expenses,housing_utilities
8/25/24,Shake Shack,SHAKE SHACK - 1265A      646-747-7178 VA,Fast Food,-40.97,Posted,misc_expenses,restaraunts
8/25/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-81.87,Posted,fixed_expenses,groceries
8/25/24,Wayfair,WF* WAYFAIR3891524245    HTTPSWWW.WAYFMA,Furnishings,-136.73,Posted,misc_expenses,miscellaneous
8/24/24,Starbucks,STARBUCKS STORE 21598    VIRGINIA BEACVA,Coffee Shops,-9.59,Posted,misc_expenses,restaraunts
8/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-12.88,Posted,fixed_expenses,subscriptions
8/24/24,Taylor S Do It Center Virginia Beacva,TAYLOR S DO-IT CENTER 670VIRGINIA BEACVA,Home Improvement,-13.77,Posted,misc_expenses,housing_utilities
8/24/24,iHerb.com,IHERB IHERB.COM he3Ws    951-6163600  CA,Health & Fitness,-68.06,Posted,misc_expenses,personal_care
8/24/24,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-109.48,Posted,fixed_expenses,groceries
8/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-207.89,Posted,fixed_expenses,internet_cellular
8/23/24,WAWA 675                 VIRGINIA BEACVA,WAWA 675                 VIRGINIA BEACVA,Category Pending,-21.74,Posted,fixed_expenses,transportation
8/23/24,Shirtmax,SHIRTMAX                 404-352-4774 GA,Clothing,-22.35,Posted,misc_expenses,clothing
8/23/24,TST*TASTE - BAYVILLE FAR Virginia BeacVA,TST*TASTE - BAYVILLE FAR Virginia BeacVA,Category Pending,-25.61,Posted,fixed_expenses,restaraunts
8/23/24,Naval Special Warfarevirginia Beacva,SQ *NAVAL SPECIAL WARFAREVirginia BeacVA,Business Services,-30,Posted,misc_expenses,clothing
8/23/24,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Category Pending,-41.93,Posted,fixed_expenses,restaraunts
8/20/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-17.98,Posted,misc_expenses,miscellaneous
8/18/24,Starbucks,STARBUCKS STORE 17020    VIRGINIA BEACVA,Coffee Shops,-9.92,Posted,misc_expenses,restaraunts
8/18/24,Little Caesars,LITTLE CAESARS 0629 0003 757-363-7992 VA,Fast Food,-14.69,Posted,fixed_expenses,restaraunts
8/18/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-350.68,Posted,fixed_expenses,groceries
8/16/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts
8/16/24,Capital Digestive Care Silver Spring,Capital Digestive Care   Silver SpringMD,Doctor,-21.89,Posted,fixed_expenses,healthcare
8/16/24,Verizon,VERIZON*RECURRING PAY    800-VERIZON  FL,Utilities,-100.59,Posted,fixed_expenses,internet_cellular
8/15/24,TACO BELL 727641         757-465-8282 VA,TACO BELL 727641         757-465-8282 VA,Category Pending,-20.13,Posted,fixed_expenses,transportation
8/15/24,CHICK-FIL-A #00734       757-318-7641 VA,CHICK-FIL-A #00734       757-318-7641 VA,Category Pending,-38,Posted,fixed_expenses,transportation
8/15/24,Greenlin Lambs Gap,Greenlin - Lambs Gap     171-7275942  PA,Business Services,-50,Posted,misc_expenses,pet
8/15/24,Brightwheel,BRGHTWHL* FRANCIS ASBU   WWW.MYBRIGHTWCA,Babysitter & Daycare,-180.32,Posted,fixed_expenses,education
8/14/24,Kroger,KROGER #532              VIRGINIA BEACVA,Groceries,-23.24,Posted,fixed_expenses,groceries
8/14/24,Taste Bayville Far,TST*TASTE - BAYVILLE FAR 757-464-1566 VA,Restaurants,-36.76,Posted,fixed_expenses,restaraunts
8/12/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-12.92,Posted,fixed_expenses,restaraunts
8/12/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-16.93,Posted,fixed_expenses,transportation
8/12/24,D & M Hanes Inc,IN *D & M HANES INC.     419-4255550  OH,Restaurants,-48,Posted,fixed_expenses,groceries
8/12/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-53.68,Posted,fixed_expenses,groceries
8/12/24,Dillard's,DILLARDS 698 DILLARD'S   501-320-3700 AR,Shopping,-252.49,Posted,misc_expenses,clothing
8/11/24,Starbucks,STARBUCKS STORE 21598    VIRGINIA BEACVA,Coffee Shops,-15.72,Posted,fixed_expenses,restaraunts
8/11/24,Amazon,AMAZON MKTPL*RM7IN4XN0   Amzn.com/billWA,Shopping,-18.7,Posted,misc_expenses,miscellaneous
8/11/24,Leaping Lizard Cafe Virginia,LEAPING LIZARD CAFE      VIRGINIA BCH VA,Food & Dining,-19.33,Posted,fixed_expenses,restaraunts
8/11/24,Zappos.com,ZAP*ZAPPOS.COM           800-927-7671 NV,Clothing,-95.39,Posted,misc_expenses,clothing
8/10/24,SHOREBREAK PIZZA (ONLINE,SHOREBREAK PIZZA (ONLINE,Category Pending,-23.13,Pending,fixed_expenses,restaraunts
8/10/24,TST*AMERICAN BREW        Virginia BeacVA,TST*AMERICAN BREW        Virginia BeacVA,Category Pending,-43.76,Posted,fixed_expenses,restaraunts
8/9/24,ATL GOLDBERGS            ATLANTA      GA,ATL GOLDBERGS            ATLANTA      GA,Category Pending,-8.37,Posted,misc_expenses,miscellaneous
8/9/24,MISSISSIPPI MUD COFFEE,MISSISSIPPI MUD COFFEE,Category Pending,-8.56,Pending,misc_expenses,restaraunts
8/9/24,WAWA 694                 VIRGINIA BEACVA,WAWA 694                 VIRGINIA BEACVA,Category Pending,-38.99,Posted,fixed_expenses,transportation
8/9/24,KOHLS #0650              VIRGINIA BEACVA,KOHLS #0650              VIRGINIA BEACVA,Category Pending,-72.06,Posted,misc_expenses,clothing
8/9/24,TJMAXX #0226             VIRGINIA BEACVA,TJMAXX #0226             VIRGINIA BEACVA,Category Pending,-158.12,Posted,misc_expenses,clothing
8/8/24,CVS,CVS/PHARMACY #05330      SLIDELL      LA,Pharmacy,-12.59,Posted,fixed_expenses,healthcare
8/8/24,The Original Italian Pie,THE ORIGINAL ITALIAN PIE 985-6610240  LA,Restaurants,-15.21,Posted,fixed_expenses,restaraunts
8/8/24,Walmart,WM SUPERCENTER #553      SLIDELL      LA,Shopping,-66.62,Posted,fixed_expenses,groceries
8/8/24,Lulus Fashion Lounge Luluca,"LULUS FASHION LOUNGE,    HTTPSWWW.LULUCA",Clothing,-306.96,Posted,misc_expenses,clothing
8/7/24,Travel Store Inter Airtx,DFW TV5 TRAVEL STORE     DFW INTER AIRTX,Travel,-3.36,Posted,misc_expenses,miscellaneous
8/7/24,Hudson News,HUDSONNEWS  ST1159       IRVING       TX,Newspapers & Magazines,-10.92,Posted,misc_expenses,miscellaneous
8/7/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-14.65,Posted,fixed_expenses,restaraunts
8/7/24,Copelands of New Orlea,COPELANDS OF NEW ORLEA   985-6430001  LA,Restaurants,-18.47,Posted,fixed_expenses,restaraunts
8/7/24,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-92.67,Posted,fixed_expenses,groceries
8/7/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-239.39,Posted,fixed_expenses,groceries
8/6/24,Panda Express,SAN PANDAEXPRESS T2E 1365SAN DIEGO    CA,Fast Food,-10.74,Posted,fixed_expenses,restaraunts
8/6/24,Clayton's Mexican,TST* CLAYTON'S MEXICAN TACORONADO     CA,Restaurants,-14,Posted,fixed_expenses,restaraunts
8/6/24,Anthropologie,ANTHROPOLOGIE.COM        HTTPSWWW.ANTHPA,Clothing,-128.79,Posted,misc_expenses,clothing
8/6/24,Anthropologie,ANTHROPOLOGIE.COM        HTTPSWWW.ANTHPA,Clothing,-128.79,Posted,misc_expenses,clothing
8/3/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-32.1,Posted,fixed_expenses,restaraunts
8/2/24,David's Bridal,DAVIDS BRIDAL #951       KING OF PRUSSPA,Clothing,52.99,Posted,misc_expenses,clothing
8/2/24,David's Bridal,DAVIDS BRIDAL #951       KING OF PRUSSPA,Clothing,42.39,Posted,misc_expenses,clothing
8/2/24,David's Bridal,DAVIDS BRIDAL #951       KING OF PRUSSPA,Clothing,38,Posted,misc_expenses,clothing
8/2/24,Taste Bayville Far Virginia Beac,TST*TASTE - BAYVILLE FAR Virginia BeacVA,Restaurants,-14.48,Posted,fixed_expenses,restaraunts
8/2/24,Navy Exchange,NAVY EXCHANGE 050180     VIRGINIA BEACVA,Shopping,-49.11,Posted,misc_expenses,miscellaneous
8/1/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-16.31,Posted,fixed_expenses,restaraunts
7/31/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,3830.51,Posted,misc_expenses,usaa_credit_card
7/29/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-9.99,Posted,misc_expenses,subscriptions
7/29/24,Busch Gardens,BUSCH GARDENS PARKING    WILLIAMSBURG VA,Amusement,-32,Posted,misc_expenses,entertainment
7/28/24,Hulu,Hulu 877-8244858 CA      HULU.COM/BILLCA,Television,-20.41,Posted,fixed_expenses,subscriptions
7/28/24,Care a Lot Va Beach Data Virginia Beacva,CARE A LOT VA BEACH DATA VIRGINIA BEACVA,Pet Food & Supplies,-61.1,Posted,fixed_expenses,pet
7/28/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-62.07,Posted,fixed_expenses,transportation
7/28/24,Lidl,LIDL #1299               VIRGINIA BEACVA,Groceries,-143.61,Posted,fixed_expenses,groceries
7/28/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-173.63,Posted,fixed_expenses,groceries
7/26/24,JOSE TEQUI* JOSE TEQUI   HTTPSJOSETEQUVA,JOSE TEQUI* JOSE TEQUI   HTTPSJOSETEQUVA,Category Pending,-36.56,Posted,fixed_expenses,restaraunts
7/26/24,CVS/PHARMACY #08938      VIRGINIA BEACVA,CVS/PHARMACY #08938      VIRGINIA BEACVA,Category Pending,-50.02,Posted,fixed_expenses,healthcare
7/26/24,NAVY EXCHANGE 050180,NAVY EXCHANGE 050180,Category Pending,-73.47,Pending,misc_expenses,miscellaneous
7/26/24,LITTLE CREEK COMM        VIRGINIA BEACVA,LITTLE CREEK COMM        VIRGINIA BEACVA,Category Pending,-116.38,Posted,fixed_expenses,groceries
7/25/24,NEX FUEL 050039          VIRGINIA BEACVA,NEX FUEL 050039          VIRGINIA BEACVA,Category Pending,-37.75,Posted,fixed_expenses,transportation
7/24/24,Taste Bayville Far,TST* TASTE - BAYVILLE FAR757-464-1566 VA,Restaurants,-10.02,Posted,fixed_expenses,restaraunts
7/24/24,Shorebreak Pizza Online,SHOREBREAK PIZZA (ONLINE 757-4819393  VA,Food & Dining,-13.21,Posted,fixed_expenses,restaraunts
7/24/24,Apple,APPLE.COM/BILL           866-712-7753 CA,Electronics & Software,-15.66,Posted,fixed_expenses,subscriptions
7/24/24,AT&T,ATT* BILL PAYMENT        800-331-0500 TX,Bills & Utilities,-207.89,Posted,fixed_expenses,internet_cellular
7/23/24,Amazon,AMAZON RET* 111-556600   WWW.AMAZON.COWA,Shopping,-4.76,Posted,misc_expenses,miscellaneous
7/23/24,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-11.04,Posted,fixed_expenses,restaraunts
7/23/24,Food Lion,FOOD LION #0391          VIRGINIABEACHVA,Groceries,-12.69,Posted,fixed_expenses,groceries
7/23/24,Amazon,AMAZON MKTPL*RJ0LE5VD1   Amzn.com/billWA,Shopping,-30.08,Posted,misc_expenses,miscellaneous
7/23/24,Ulta Beauty,ULTA #677                VIRGINIA BEACVA,Personal Care,-34.45,Posted,misc_expenses,personal_care
7/23/24,Kohls Virginia Beacva,KOHLS #0650              VIRGINIA BEACVA,Shopping,-60.42,Posted,misc_expenses,clothing
7/23/24,Baladi Mediterranean Virginia Beacva,SQ *BALADI MEDITERRANEAN Virginia BeacVA,Restaurants,-108.84,Posted,fixed_expenses,restaraunts
7/20/24,STARBUCKS 800-782-7282   800-782-7282 WA,STARBUCKS 800-782-7282   800-782-7282 WA,Category Pending,-25,Posted,misc_expenses,restaraunts
7/19/24,SHOREBREAK PIZZA (ONLINE,SHOREBREAK PIZZA (ONLINE,Category Pending,-24.29,Posted,fixed_expenses,restaraunts
7/19/24,SQ *G4CPOA               VIRGINIA BEACVA,SQ *G4CPOA               VIRGINIA BEACVA,Category Pending,-40,Posted,misc_expenses,clothing
7/18/24,Panda Express,PANDA EXPRESS 2949A      VIRGINIA BEACVA,Fast Food,-11.04,Posted,fixed_expenses,restaraunts
7/18/24,ExxonMobil,EXXON CAPE HENRY         VIRGINIA BEACVA,Gas,-48.9,Posted,fixed_expenses,transportation
7/18/24,Avsva Bark Virginia Beacva,AVSVA BARK               VIRGINIA BEACVA,Veterinary,-69.5,Posted,fixed_expenses,pet
7/17/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-7.49,Posted,misc_expenses,restaraunts
7/17/24,The Therapist Development,THE THERAPIST DEVELOPMENT4156724474   CA,Education,-64.8,Posted,misc_expenses,professional_expenses
7/17/24,Walmart,WAL-MART #4064           VIRGINIA BEACVA,Shopping,-78.11,Posted,fixed_expenses,groceries
7/17/24,Costco,COSTCO WHSE #0202        NORFOLK      VA,Shopping,-153.99,Posted,fixed_expenses,groceries
7/16/24,The Home Depot,THE HOME DEPOT #4614     VIRGINIA BCH VA,Home Improvement,28.56,Posted,misc_expenses,housing_utilities
7/16/24,Verizon,VERIZON*RECURRING PAY    800-VERIZON  FL,Utilities,-201.18,Posted,fixed_expenses,internet_cellular
7/15/24,Chick-fil-A,CHICK-FIL-A #00734       757-318-7641 VA,Fast Food,-21.23,Posted,fixed_expenses,restaraunts
7/15/24,Vans,VANS.COM                 P://SHOP.VANSCA,Clothing,-84.82,Posted,misc_expenses,clothing
7/14/24,The Home Depot,THE HOME DEPOT #4614     VIRGINIA BCH VA,Home Improvement,-25.72,Posted,misc_expenses,housing_utilities
7/14/24,Ticketmaster,TM *MEAN GIRLS TOURING   800-653-8000 CA,Entertainment,-163.1,Posted,misc_expenses,entertainment
7/13/24,Bodaciouspizzag,DD BODACIOUSPIZZAG       855-973-1040 CA,Food & Dining,-32.89,Posted,fixed_expenses,restaraunts
7/13/24,Virginianaturalgasbill,VIRGINIANATURALGASBILL   866-383-1846 GA,Utilities,-77.48,Posted,fixed_expenses,housing_utilities
7/12/24,Walmart,WM SUPERCENTER #4064     VIRGINIA BEACVA,Shopping,-332.54,Posted,fixed_expenses,groceries
7/9/24,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-11.69,Posted,misc_expenses,transportation
7/9/24,Cheddarup Ocean Park Cheddarupco,CHEDDARUP* OCEAN PARK    WWW.CHEDDARUPCO,Business Services,-30,Posted,misc_expenses,miscellaneous
7/9/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-65.68,Posted,fixed_expenses,groceries
7/8/24,Auntie Anne's,AUNTIE ANNE'S VA183      VIRGINIA BEACVA,Fast Food,-7.24,Posted,fixed_expenses,restaraunts
7/8/24,7-Eleven,7-ELEVEN 26611           VIRGINIA BEACVA,Gas,-14.41,Posted,misc_expenses,transportation
7/8/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-41.76,Posted,fixed_expenses,transportation
7/8/24,Anthropologie,ANTHROPOLOGIE.COM        HTTPSWWW.ANTHPA,Clothing,-62.72,Posted,misc_expenses,clothing
7/7/24,Opclfirewor,PAYPAL *OPCLFIREWOR      4029357733   CA,Gifts & Donations,-20,Posted,misc_expenses,miscellaneous
7/7/24,Wawa,WAWA 675                 VIRGINIA BEACVA,Gas,-38.3,Posted,fixed_expenses,transportation
7/6/24,SQ *SHAKE SHACK          Virginia BeacVA,SQ *SHAKE SHACK          Virginia BeacVA,Category Pending,-45.08,Posted,fixed_expenses,restaraunts
7/6/24,The Home Depot,THE HOME DEPOT #4614     VIRGINIA BCH VA,Home Improvement,-306.18,Posted,misc_expenses,housing_utilities
7/4/24,Aquarium,CVB AQUARIUM             757-385-3474 VA,Entertainment,-24.95,Posted,misc_expenses,entertainment
7/4/24,David's Bridal,DAVIDS BRIDAL #951       866-222-1948 PA,Clothing,-42.39,Posted,misc_expenses,clothing
7/4/24,CHICK-FIL-A #00734       757-318-7641 VA,CHICK-FIL-A #00734       757-318-7641 VA,Category Pending,-46.53,Posted,fixed_expenses,restaraunts
7/3/24,Little Creek Comm Virginia Beacva,LITTLE CREEK COMM        VIRGINIA BEACVA,Groceries,-64.61,Posted,fixed_expenses,groceries
7/2/24,Chick-fil-A,CHICK-FIL-A #00734       VIRGINIA BEACVA,Fast Food,-29.09,Posted,fixed_expenses,restaraunts
7/2/24,David's Bridal,DAVIDS BRIDAL #951       866-222-1948 PA,Clothing,-52.99,Posted,misc_expenses,clothing
7/2/24,David's Bridal,DAVIDS BRIDAL #951       866-222-1948 PA,Clothing,-52.99,Posted,misc_expenses,clothing
7/2/24,David's Bridal,DAVIDS BRIDAL #951       866-222-1948 PA,Clothing,-52.99,Posted,misc_expenses,clothing
7/1/24,USAA Credit Card,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payment,3938.32,Posted,misc_expenses,usaa_credit_card
